index,audio_path,ground_truth,whisper_transcription
289,data/AudioCorpus/Recordings/mns_fd7120f9-371b-4953-bf8b-bc630439d201/016_╨ó╨░_╨╜_╨╛╤ü_╤à╨╛_╤é╨░╨╗╨░╨║╨▓╨╡╨╜_.wav,tān os xōtalakw'een s'āɣtas'ləm ēla-juw ta isɣas'lālēɣət.,ta nuas χotălăkwn śajtaśλԑm eλa juwta jis jaśλaλijt
290,data/AudioCorpus/Recordings/mns_fd7120f9-371b-4953-bf8b-bc630439d201/009_╨¢_╨┐╤é╨░_╨┐╤â╨╝╨╡_╤é╤ï╨╝╤â╤ü_╤é╨╛_.wav,"lupta, pum'ee timus tōslapti. os n'ujulijīw jā ultta tus'tiɣp'i.",λupta pʉmət imus təsλăpti os njuλi jiw jawλta tuś tipi
291,data/AudioCorpus/Recordings/mns_fd7120f9-371b-4953-bf8b-bc630439d201/006_╨ó╨╛╨▓╨╡_╤Ç╤é╤ï_╤é╨░╤é╨╡╨╝_╨▓╨╛_╤é╨░.wav,"tow'eērtəŋ tat'eem wōtas'lāli, kon-kwāluŋkw s'ar at w'eērm'eēɣən.",towrtən tătԑm wətaśλaλi koňk walum śirat wԑrmijn
292,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/007_╨Ü╨░╨╝╤ç╨░╤é╨║╨░_╨╝╨░_╤é╤ì_╨░╨║╨▓_╨┐.wav,kamчatka māte akw­p'isəɣ n'ojōrəŋ mā.,kam śatka mati ăk pisi nӛrəŋ ma
293,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/021_╨ñ╨╡╨┤╨╡╤Ç╨░_╤å╨╕╤Å_╨í╨╛╨▓╨╡╤é╤ï╤é_╤Ç.wav,"ф'eeд'eera­ц'ija sow'eetət rup'itan s'eenatoruw, sāləŋ māxum, oбs''ina kus'aət, r'eeдak­ц'ijat rup'itan xōtpat.",pederaija soweti trupitan senătăr u săλn măχum apśina kʉśijt rdaλsija trupitan χotpat
294,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/084_╨É╨╜╤î_╨┐╨╛╤é╤Ç╤â╨▓_╨╝╨╛╤ë╨╡_╤Ç╤é╨╜_.wav,"an' potruw mos''eērtn ti oiɣp'i, ta urəl ōs lāwuŋkw'ee ēr'i.",ań putruw mośrtn tijəλ jitpi ta urəλ os λawəmka ɛri
295,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/018_╨Ü╨╛╨╜╤ü╤é╨░╨╜╤é╨╕╨╜_╨Æ╨░╤ü╨╕╨╗╤î╨╡╨▓╨╕.wav,konstant'ən was'il'ew'əч p'irkat'irəɣ xul puwne art'eel'ət ōləs.,konsantin wasil'iret pir katirăj χʉλ pʉwnaj artԑli tʉaλas
296,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/020_╨₧╨╝╤ü╨║_╨╝╤â╤ü_╤ü╨╛_╤Ç╤â╨┐_╨╜_╨▓╤ï.wav,"omsk mus sōrup n'ojōwəl' totuŋkw'ee akwaɣ ērəs, tuwəl sw'eerдlowskən jalantas.",omsk mos sorup njuwλt tət uŋkw etwaj ɛrăs tʉwλ sirs λowskijən jăλantăs
297,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/043_╨ó╤ï_╨┐╨░_╨▓╤ï╨╗╤é_╨╝╨░_╤à╤â╨╝_╨╛_.wav,ti pāwilt māxum ōs xu­rum kol mus ōlēɣət.,ti păwăλt ma χum os χurum kol mos oλajt
298,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/045_╨¥╨╕╨║╨╛╨╗╨░╨╕╠å_╨╕╤é╨╡╨╗╤î╨╝╨╡╨╜_╤à╨╛_.wav,"n'ikolaj it'eel'm'een xōtpa, kut'wane xosət taw janəɣ ч'eemp'ionəɣ ōli.",ikolaj i tăλman χot pa kʉt wanij χosijt towiannoj čmpionoj oλi
299,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/009_╨ó╤ï╨╕_╨ô╨░╨╗╨╕╨╜╨░_╨Ü╨╛╨╜╤ü_╤é╨░╨╜_.wav,"tii ɣal'ina kons­tan­t'inowna alɣaд'ewa piɣane, apɣane, rutane jot.",ti galina konstantinem nauka tiwa piλănɛ apjănɛ rutănɛ jot
300,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/044_╨ó╤ì_╨╜_╨╛_╨╗╨╜╤ì_╨╝╨░_╤é╤ì_╨╜_╨╗.wav,tēn ōlne mātēn lāwaw'ee xal'ч.,tԑn oλňi mătԑn λa­λaw χăλ'ăt'ś
301,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/006_╨¢_╤à╨░╨╜╤ï╨╗_╨¥╤Å_╤à╤ë╨░╨╝╨▓╨╛_╨╗╤î.wav,l'ojōŋxanəl n'ajāxs'amwōl' pāwilnəl janiɣ­pāwəl mus ōləs.,λuankhanəλ ńăśԑm wəλ' pawəλmaλ jăn i pawəλ mos oλəs
302,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/042_╨£╨░_╨╜╤î╤Å_╤ü_╨╜╤é_╨┐╨░_╨▓╤ï╨╗╨╜_.wav,mān'ja-sunt pāwiln l'ojōŋxanəl ōləs.,mańăsən pawəλn λɵňχănnԑw oλăs
303,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/080_╨É_╨╗╨╜_╤à_╨╗_╤é╨░╨╝╨╗╨╡_╨▓╨╛_╤à╨░.wav,"āln xul taml'ee wōŋxat ōli, tot w'ite pōl'ajamnuw.",aλəŋ χʉλ tăm λԑm u aňχa təλi tət witi puλam nuw
304,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/016_╨ó╨░╨▓_╨║╨╛╨╝╤ü╨╛╨╝╨╛╨╗╤î╤ü╨║╨╕╨╕╠å_╨┐╤â.wav,taw komsomol'sk'əj puŋktotne kus'aəɣ ōləs.,tăw komsomol'skij punktotnij kʉśa jej oλəs
305,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/074_╨í╨░╤ü╨│╨░╨╜╤ì_╨╗╨░_╨▓╨╡_╨│╤ï╤é_╤é╨╛.wav,"sasɣane lāw'eēɣət, tōwanakt xul puwne māɣəs ti kos jomas xōtal, os.",sasijan e λawijt təwnăt χʉλ purnij măjs ti­kəs jomăs χuatăλ os
306,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/056_╨ó╨╛_╨╜╤é_╤é╨░╤à_╤ü╨░_╨▓╨╜╤â╨▓_╨╝╨╕.wav,tōnt tax sāwnuw m'ər jomas'akw us'laxtuŋkw'ee w'eērminu­wət.,təm tăχ saw nuw mir jəmaśa kʉśλaχ tăňkw wԑrman nuwət
307,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/014_╨Ñ╨╛_╤é_╨╜╤â╨┐╤ï╨╗_╤à╨╛_╤é_╤Å╨╜╤ï╨│.wav,xōt nupəl xōt janiɣnuw os wat nupəl ontolow mān' pāwlət ōleɣət.,χot nʉpəλ χot janin uwa oswat nʉpəλ ontoλow măn' pawλət oλijt
308,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/071_╨ó╨░╨▓_╤é╤ï_╤ì_╨╗╤ï_╨┐╨░_╨╗╤é_╨░╤ë.wav,taw ti ēli-pālt as'ōjkate palt totima.,tăwti jăλi păλt aśojkăti păλt tətima
309,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/013_╨Ñ╤â╨╜╤î_╤à╨╛_╨╜╤é╨╗╤ï╨╜_╨╜╨░╨║_╤â╤ë.wav,xun' xōntlən nak us'ti ōwiltaxtas.,χuń χăntλăňa uśti owăλtătăs
310,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/030_╨Æ╨░╤ü╨╕╨╗╨╕╨╕╠å_╨¥╨╕╨║╨╛╨╗╨░╨╡╨▓╨╕╤ç_╨┐.wav,was'il'əj n'ikolaew'əч p'iltāləɣ xōntlum'ee mā­ɣəs.,wasiwən nikolaewătś piλ tăλij χu aňkəmne măgəs
311,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/021_╨₧_╨▓╨╗╤ì_╤é_╨₧╨╝╤ü╨║_╤ü_╨╕╨╜╨╢╨╡╨╜.wav,ōwlēt omsk us inж'een'eernəj uч'il'is'an totw'ees.,obλet omsk uλs in­džan­wrnoj uiliśan tətvis
312,data/AudioCorpus/Recordings/mns_5425538c-a1b0-4d97-9447-d57df5e51e4c/006_╨ó╤ï_╤é╤ì_╨╗╨░_╤ì_╨╗╨░╨╗╤î_╤é╨╛╤é╨╜.wav,ti tēla ēlal' totne mā­ɣəs xāl'us rajon m'irkol pāləl janəɣ n'ojōtm'əl wār­w'ees.,ti tăλa ԑλaλ tətnԑmăs χăλ'us rajon mir kəwpaλʉw nԑňotnʉw warwăs
313,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/001_╨É_╤ë╨╡_╤Å╨╜╤ï╨│_╤à╨╛_╨╜╤é╤ï╤é_╤ü_.wav,ās''ee janəɣ xōntət sāw s''ojos sakwatālw'ees.,aśi nԑn χən sovśăsa kwata wəs
314,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/016_╨₧╤ü_╤é╨░╨▓_╤ì_╤Ç╨╜╤ì_╨╜╤ì_╨┐╨░╨║╤é.wav,os taw ērne nēpakt akw tāl nōx-n'ojō­tumtas.,χŏstăw ԑrn nԑpăt ăk tăλ noχ njotumtăs
315,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/046_╨₧╤ü_╤é╤ï_╤é_╤Ç╨▓╨╕╤é_╨╜╨░╨║╨╜_╨░╤é.wav,os ti tārw'ət nakn at jolimtaw'ees.,osti tarwt năŋən at joχəm tăs
316,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/011_╨Æ╨░╤ü╨╕╨╗╨╕╨╕╠å_╨¥╨╕╨║╨╛╨╗╨░╨╡╨▓╨╕╤ç_╤é.wav,was'il'əj n'ikolaew'əч tāksar os jōr xōtpaɣ ōləs.,wasilii nikolajieśi taksar as ӛr χot pa χăλs
317,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/012_╨Ñ╤â╨╝_╤é╤ï╤ü╤Å╤ç╨░_╨┤╨╡╨▓╤Å╤é╤î╤ü╨╛╤é.wav,xum tis'ajaчa д'eew'ajat'sot sorok p'eerwəj tālt xōntlən mān wujw'ees.,χum 1941 tăλp χuăňλen man wʉjws
318,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/009_╨£_╨╜╤î_╨┐_╨▓╨╗╤ï╤é_╨┐╤â╤ü╤ü╤ï╨╜_╨░.wav,mān' pāwlət pussən ak­wan-totuŋkw'ee patw'eēsət.,ma ăm pălăt pʉsn apn totumki pot wԑsăt
319,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/032_╨ò╤ä╤Ç╨╡╨╕╠å╤é╨╛╤Ç_╤Å╨╜╤ï╨│_╨╜╨░╨╝╤ï╨╗_.wav,eфr'eejtor janəɣ naməl majw'ees.,jeχrijtər nԑn nԑməm măjews
320,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/019_╨£_╨╜╤î_╨╗╨░╤é_╨┐╤ï╨│╤ï╤é_╨╜_╨╗╨╛╨╗.wav,mān'­lat piɣət n'ojololowxuj­plow tālanəl tōwlən porat w'iŋkw'ee patw'eēsət.,ma iňwλăt piχit njoχu i plow tawn oma utown purăt winkipăt wԑsăt
