index,audio_path,ground_truth,whisper_transcription
281,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/022_╨£╨╛_╨╕╠å╤é╤ï╤é_╤â╤Ç╤ï╨╗_╨ô╨░╨╗╨╕╨╜╨░_.wav,Мо̄йтыт урыл Галина Рудольфовна Кондина тох потыртас.,"Mojit aturil galina rudolfa na kondina, to, po dyrtasi."
282,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/043_╨É╨║╨▓╨░╨│_╨┐╨╛╤é╤ï╤Ç╤é╨░_╨╗╤ï╤ü_╨╝╨░.wav,"Акваг потырта̄лыс, ма̄ньщи мо̄йтыт мо̄йтыглас.","atvai poturtalis, manši mūytit mūytit neskūt."
283,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/004_╨Ñ╨╛_╤é╨┐╨░_╨╜╤â╨┐╤ï╨╗_╨░╤é_╤é╨░_╨╗.wav,Хо̄тпа нупыл ат та̄лэ то̄влыс.,"on pannuut, että täällä on lus."
284,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/003_╨í╤â╨┤╤î╨▒╨░_╤ç╨╡╨╗╨╛╨▓╨╡╨║╨░_╨▓_╨╕╤ü.wav,Судьба человека в истории народа нампа суссылтап о̄лыс. ,Бача человека в истории народа нам послушал таб-о-олос.
285,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/010_╨ò╨▓╨┤╨╛╨║╨╕╤Å_╨É╨╗╨╡╨║╤ü╨░╨╜╨┤╤Ç╨╛╨▓╨╜.wav,Евдокия Александровна ханты хорамыт ос хансат урыл са̄в нэ̄пак хансыс.,یв дикی әрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өрек өр
286,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/005_╨ó╨░╨╝╨╗╨╡_╨╜╨░╨╝╨┐╨░_╨║╨╛╨╜╤å╨╡╤Ç╤é_.wav,Тамле нампа концерт о̄лыс.,тامенен паканцерд овалыз.
287,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/016_╨ó╤ï_╤é╨░_╨╗_╤é╨░╨▓╨╡_╨╜_╨╛╨╜╤é╨╛╨╗.wav,"Ты та̄л таве̄н онтолов са̄т та̄л то̄влынув, о̄лупсатэ хоса ос со̄тыӈ о̄лыс.","Titaltā vien, un to lozāt tāl tovlunu, olums atiejosos atimo alstu."
288,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/026_╨ò╨▓╨┤╨╛╨║╨╕╤Å_╨É╨╗╨╡╨║╤ü╨░╨╜╨┤╤Ç╨╛╨▓╨╜.wav,Евдокия Александровна тот школат ня̄врамыт математикан ханищтаӈкве патыс.,"įvodakiai, Aleksandra, viena, toči kolat neavrame matimaitiką, hanšitankuja paitas."
289,data/AudioCorpus/Recordings/mns_fd7120f9-371b-4953-bf8b-bc630439d201/016_╨ó╨░_╨╜_╨╛╤ü_╤à╨╛_╤é╨░╨╗╨░╨║╨▓╨╡╨╜_.wav,Та̄н ос хо̄талаквен ща̄гтащлым э̄ла-юв та исгащла̄лэ̄гыт.,"Ta noes, hodalaqvjen, çajtašlim, elajuta, i si eslala'it."
290,data/AudioCorpus/Recordings/mns_fd7120f9-371b-4953-bf8b-bc630439d201/009_╨¢_╨┐╤é╨░_╨┐╤â╨╝╨╡_╤é╤ï╨╝╤â╤ü_╤é╨╛_.wav,"Лӯпта, пуме тымус то̄слапты. Ос нюлыйӣв я̄ ӯлтта тӯщтыгпи. ",Lūbtą pumėtimus to aslapti osniulaijiv jautą duštypi.
291,data/AudioCorpus/Recordings/mns_fd7120f9-371b-4953-bf8b-bc630439d201/006_╨ó╨╛╨▓╨╡_╤Ç╤é╤ï_╤é╨░╤é╨╡╨╝_╨▓╨╛_╤é╨░.wav,"Тове̄ртыӈ татем во̄тащла̄лы, кон-ква̄луӈкв щар ат ве̄рме̄гын.","to vertin, tėtim vodą šlali, konkvalumus šarat vermėjin."
292,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/007_╨Ü╨░╨╝╤ç╨░╤é╨║╨░_╨╝╨░_╤é╤ì_╨░╨║╨▓_╨┐.wav,Камчатка ма̄тэ акв­писыг нё̄рыӈ ма̄.,gaamchad kamatia apisi niorang ma.
293,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/021_╨ñ╨╡╨┤╨╡╤Ç╨░_╤å╨╕╤Å_╨í╨╛╨▓╨╡╤é╤ï╤é_╤Ç.wav,"Федера­ция Советыт рӯпитан сенаторув, са̄лыӈ ма̄хум, община кӯщаит, редак­цият рӯпитан хо̄тпат.","Тідератсія совети, друпітан, сінатору, салин махом, общий на кушейт, редакція друпітан ход под."
294,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/084_╨É╨╜╤î_╨┐╨╛╤é╤Ç╤â╨▓_╨╝╨╛╤ë╨╡_╤Ç╤é╨╜_.wav,"Ань потрув моще̄ртн ты оигпи, та урыл ōс ла̄вуӈкве э̄ри.","Айпутру, мушертен тіо екпи, тауру ославам кей эри."
295,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/018_╨Ü╨╛╨╜╤ü╤é╨░╨╜╤é╨╕╨╜_╨Æ╨░╤ü╨╕╨╗╤î╨╡╨▓╨╕.wav,Константин Васильевич пиркатирыг хӯл пувнэ артелит о̄лыс.,"Konstantinvas į Liewiči, pirkatirai, hūl pūnai arteri to alas."
296,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/020_╨₧╨╝╤ü╨║_╨╝╤â╤ü_╤ü╨╛_╤Ç╤â╨┐_╨╜_╨▓╤ï.wav,"Омск мус со̄руп нё̄выль тотуӈкве акваг э̄рыс, тувыл Свердловскын ялантас.","Omskmus, svarupniuvul totungo jaklai eris, to vil serdlovskin jalan tas."
297,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/043_╨ó╤ï_╨┐╨░_╨▓╤ï╨╗╤é_╨╝╨░_╤à╤â╨╝_╨╛_.wav,Ты па̄вылт ма̄хум о̄с хӯ­рум кол мус о̄лэ̄гыт. ,típávalt mahnom oz húrumkolmus oaleid.
298,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/045_╨¥╨╕╨║╨╛╨╗╨░╨╕╠å_╨╕╤é╨╡╨╗╤î╨╝╨╡╨╜_╤à╨╛_.wav,"Николай ительмен хо̄тпа, кӯтьванэ хосыт тав яныг чемпионыг о̄лы.","Нікалей і тельмін Ходпа, кучване хосит та в'яне чемпіонний оли."
299,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/009_╨ó╤ï╨╕_╨ô╨░╨╗╨╕╨╜╨░_╨Ü╨╛╨╜╤ü_╤é╨░╨╜_.wav,"Тыи Галина Конс­тан­тиновна Алгадьева пыганэ, апганэ, рӯтанэ ёт. ","Ты Галина Константиновна, Аукадева, Пыьяны, Апьяны, Рутаны, Йот."
300,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/044_╨ó╤ì_╨╜_╨╛_╨╗╨╜╤ì_╨╝╨░_╤é╤ì_╨╜_╨╗.wav,Тэ̄н о̄лнэ ма̄тэ̄н ла̄ваве хальч. ,"‫לאנו על נמדן, לבד, חלט."
301,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/006_╨¢_╤à╨░╨╜╤ï╨╗_╨¥╤Å_╤à╤ë╨░╨╝╨▓╨╛_╨╗╤î.wav,Лё̄ӈханыл Ня̄хщамво̄ль па̄вылныл Яныг­па̄выл мус о̄лыс. ,"Liuą kanau, nėšim voli pavolmų, jenip pavolmus o alas."
302,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/042_╨£╨░_╨╜╤î╤Å_╤ü_╨╜╤é_╨┐╨░_╨▓╤ï╨╗╨╜_.wav,Ма̄нья-сӯнт па̄вылн лё̄ӈханыл о̄лыс. ,"mania sunpavulim, lion kanul olas."
303,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/080_╨É_╨╗╨╜_╤à_╨╗_╤é╨░╨╝╨╗╨╡_╨▓╨╛_╤à╨░.wav,"А̄лн хӯл тамле во̄ӈхат о̄лы, тот витэ по̄лямнув. ","А он хул, там левого амхатуалы. Тут виды по алямнув."
304,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/016_╨ó╨░╨▓_╨║╨╛╨╝╤ü╨╛╨╝╨╛╨╗╤î╤ü╨║╨╕╨╕╠å_╨┐╤â.wav,Тав комсомольский пуӈктотнэ кӯщаиг о̄лыс. ,та комсомольський пунктотних кучей колес.
305,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/074_╨í╨░╤ü╨│╨░╨╜╤ì_╨╗╨░_╨▓╨╡_╨│╤ï╤é_╤é╨╛.wav,"Сасганэ ла̄ве̄гыт, то̄ванакт хӯл пувнэ ма̄гыс ты кос ёмас хо̄тал, ос.","Sa siani lāvīd, tovana hulpūnimeist, tikus yomas khatal os."
306,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/056_╨ó╨╛_╨╜╤é_╤é╨░╤à_╤ü╨░_╨▓╨╜╤â╨▓_╨╝╨╕.wav,То̄нт тах са̄внув мир ёмащакв ӯщлахтуӈкве ве̄рмыну­выт. ,Тон тас савну мір көші акушлақ танкви верменнуд.
307,data/AudioCorpus/Recordings/mns_fcb27efc-3756-451b-9345-76106d205249/014_╨Ñ╨╛_╤é_╨╜╤â╨┐╤ï╨╗_╤à╨╛_╤é_╤Å╨╜╤ï╨│.wav,Хо̄т нупыл хо̄т яныгнув ос ват нупыл онтолов ма̄нь па̄влыт о̄лэгыт.,"Hātnupal, hāt jāninu, posvātnupal untalu man pāvultu oleid."
308,data/AudioCorpus/Recordings/mns_fd7af81a-9888-491d-8e69-545457664794/071_╨ó╨░╨▓_╤é╤ï_╤ì_╨╗╤ï_╨┐╨░_╨╗╤é_╨░╤ë.wav,Тав ты э̄лы-па̄лт ащо̄йкатэ палт тотыма.,"Тавте еллипалт, ажойкате палт до тима."
309,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/013_╨Ñ╤â╨╜╤î_╤à╨╛_╨╜╤é╨╗╤ï╨╜_╨╜╨░╨║_╤â╤ë.wav,Хунь хо̄нтлын нак ущты о̄вылтахтас.,Хуни хан тұнғаң ужті ову тартас
310,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/030_╨Æ╨░╤ü╨╕╨╗╨╕╨╕╠å_╨¥╨╕╨║╨╛╨╗╨░╨╡╨▓╨╕╤ç_╨┐.wav,Василий Николаевич пилтāлыг хо̄нтлуме мā­гыс.,"Василий Николаевич, пил Талюй Хонг, у меня магов"
311,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/021_╨₧_╨▓╨╗╤ì_╤é_╨₧╨╝╤ü╨║_╤ü_╨╕╨╜╨╢╨╡╨╜.wav,О̄влэ̄т Омск ӯс инженерный училищан тотвес.,Огляд обскус инженерный учрежден Тодвес.
312,data/AudioCorpus/Recordings/mns_5425538c-a1b0-4d97-9447-d57df5e51e4c/006_╨ó╤ï_╤é╤ì_╨╗╨░_╤ì_╨╗╨░╨╗╤î_╤é╨╛╤é╨╜.wav,Ты тэ̄ла э̄лаль тотнэ мā­гыс Хāльӯс район миркол пāлыл яныг нё̄тмил вāр­вес.,"Titēlē elādotni mags, hārju srayon mirkāpau jāneņu atnuvārvis."
313,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/001_╨É_╤ë╨╡_╤Å╨╜╤ï╨│_╤à╨╛_╨╜╤é╤ï╤é_╤ü_.wav,А̄ще яныг хо̄нтыт сāв щёс сакватāлвес.,"Ași, ieni fara înța pși o sacuată albis."
314,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/016_╨₧╤ü_╤é╨░╨▓_╤ì_╤Ç╨╜╤ì_╨╜╤ì_╨┐╨░╨║╤é.wav,Ос тав э̄рнэ нэ̄пакт акв тāл но̄х-нё̄­тумтас.,Ostav ir nebak aktal nuo atumtas.
315,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/046_╨₧╤ü_╤é╤ï_╤é_╤Ç╨▓╨╕╤é_╨╜╨░╨║╨╜_╨░╤é.wav,Ос ты тāрвит накн ат ёлымтавес.,Ostitāg bitnāk un atjauumtais.
316,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/011_╨Æ╨░╤ü╨╕╨╗╨╕╨╕╠å_╨¥╨╕╨║╨╛╨╗╨░╨╡╨▓╨╕╤ç_╤é.wav,Василий Николаевич та̄ксар ос ё̄р хо̄тпаг о̄лыс.,Vasilii Nikola iš taks aros yra kok paikols.
317,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/012_╨Ñ╤â╨╝_╤é╤ï╤ü╤Å╤ç╨░_╨┤╨╡╨▓╤Å╤é╤î╤ü╨╛╤é.wav,Хум тысяча девятьсот сорок первый та̄лт хо̄нтлын ма̄н вуйвес.,"Хум, 1941, without Hauntlandman, Wives."
318,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/009_╨£_╨╜╤î_╨┐_╨▓╨╗╤ï╤é_╨┐╤â╤ü╤ü╤ï╨╜_╨░.wav,Мāнь пāвлыт пуссын ак­ван-тотуӈкве патве̄сыт.,Main pala pūsanāk un totu un kīpāt vēst.
319,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/032_╨ò╤ä╤Ç╨╡╨╕╠å╤é╨╛╤Ç_╤Å╨╜╤ï╨│_╨╜╨░╨╝╤ï╨╗_.wav,Ефрейтор яныг намыл майвес.,Jefreiteri Janinamu Mayvis.
320,data/AudioCorpus/Recordings/mns_846418db-c9ff-43e0-9d03-cc9cfc24454c/019_╨£_╨╜╤î_╨╗╨░╤é_╨┐╤ï╨│╤ï╤é_╨╜_╨╗╨╛╨╗.wav,Мāнь­лат пыгыт нёлоловхуй­плов тāланыл то̄влын порат виӈкве патве̄сыт.,"Mai nėlokui pautau, nėlokui patliasat."
